dataset,mixture_1,mixture_2,experimental_values,a,b,num_compound_a,num_compound_b,diff_mixture_size,overlap_percent,angle_dist
Bushdid,95,96,0.769231,8148;10722;12020;31276;7685;798;61138;7344;7848;8130;12178;10821;31272;6549;6561;997;12348;8051;11124;10560;264;14286;24915;7749;7519;6544;6054;22873;261;12741,31265;8118;5373603;6654;7966;8918;10890;11552;3314;62444;31244;7762;6184;3776;19310;22311;11509;5281515;31249;25137858;12180;11002;12473;6448;10976;7731;460;2969;1060,30,29,1,0,0.028284066
Bushdid,97,98,0.807692,4133;180;1060;18827;62465;15380;11552;7848;10890;264;6590;7363;10976;31249;14100;78605;12232;62336;7519;8186,4133;180;1060;18827;62465;326;997;7749;22201;12473;6054;1146;5281168;10882;6561;7799;7731;7632;5281515;8103,20,20,0,14.28571429,0.024782235
Bushdid,99,100,0.423077,25137858;10560;997;14896;7848;8091;2879;326;22311;798,6654;7991;22386;22873;5281515;8918;8842;66328;6736;31265,10,10,0,0,0.035242742
Bushdid,101,102,0.769231,7363;6544;7714;16666;7410;7685;5281168;240;8797;7600;6184;8186;14286;62465;25137858;3314;10722;4133;6054;637511;8030;10890;22311;8091;11002;8025;326;10430;31276,7363;6544;7714;16666;7410;7685;5281168;240;8797;7600;6184;8186;14286;62465;25137858;3314;10722;4133;6054;14100;10882;5634;637566;31249;3776;8635;7460;31244;7583,29,29,0,48.71794872,0.01501375
Bushdid,103,104,0.884615,10430;3314;1146;1031;14100;19310;8797;22311;8148,10430;3314;1146;11002;8103;22386;7799;12741;10976,9,9,0,20,0.058130098
Bushdid,105,106,0.153846,7600;7749;10976;25137858;3776;7583;7966;2758;66328;5281515,7600;7749;10976;25137858;3776;7583;7966;2758;66328;7460,10,10,0,81.81818182,0.02065149
Bushdid,107,108,0.423077,7410;6544;6590;7519;7150;8091;31244;3776;10821;8148;8842;1140;8918;10430;14896;8051;176;31265;1068;264;62433;14286;2969;15380;7966;6982;10890;78605;261;61016,7410;6544;6590;7519;7150;8091;31244;3776;10821;8148;8842;1140;8918;10430;14896;8051;176;31265;1068;264;460;16666;10560;7590;12232;180;22201;62444;7059,30,29,1,51.28205128,0.017969673
Bushdid,109,110,0.807692,5281515;5283349;7762;10882;7632;31244;8025;16666;7519;2879,22311;7344;22386;1146;4133;6590;637566;7460;11509;6448,10,10,0,0,0.039125015
Bushdid,111,112,0.269231,7460;8842;177;180;8186;8051;10722;12020;22873;5373603;7966;3776;7731;6054;7519;12232;25137858;10890;7344;14896,7460;8842;177;180;8186;8051;10722;12020;22873;5373603;7966;3776;7731;6054;7519;8118;16666;78605;5634;2969,20,20,0,60,0.020809448
Bushdid,113,114,0.846154,1068;10722;25137858;31272;7848;8130;7590;6736;8025;6501,7632;3314;1140;8635;62336;7600;7762;6549;7059;7460,10,10,0,0,0.045120113
Bushdid,115,116,0.384615,1031;6989;8051;8103;62465;6501;7799;7749;25137858;8797;14100;5634;10821;7991;7632;7590;7059;16666;15380;5373603;637511;7165;22201;6054;8842;180;22386;7762;31265;798,1031;6989;8051;8103;62465;6501;7799;7749;25137858;8797;14100;5634;10821;7991;7632;7590;7059;16666;15380;5373603;637511;7165;22201;6054;8842;180;22386;7762;31265;8148,30,30,0,93.5483871,0.008039827
Bushdid,117,118,0.461538,8842;180;6654;2758;177;22311;7410;25137858;8918;798,8842;180;6654;2758;177;22311;7410;25137858;8918;6448,10,10,0,81.81818182,0.015222767
Bushdid,119,120,0.730769,31276;5283349;8130;6054;7600;22873;7710;8148;8797,31276;5283349;8130;7590;1140;22386;24915;1068;7410;12473,9,10,1,18.75,0.043110825
Bushdid,121,122,0.307692,62444;2879;7762;6448;176;62465;16666;3776;326;7600;1060;4133;8091;1031;10722;7410;6590;460;19789253,62444;2879;7762;6448;176;62465;16666;3776;326;7600;1060;4133;8091;1031;10722;7410;6590;460;7059,19,19,0,90,0.009169447
Bushdid,123,124,0.269231,8148;8186;8797;6544;1146;22873;31272;176;61016;637566;12473;10430;7848;326;25137858;460;8025;637511;8030;7749,8148;8186;8797;6544;1146;22873;31272;176;61016;637566;12473;10430;7848;326;25137858;460;8025;637511;8030;7600,20,20,0,90.47619048,0.014252447
Bushdid,125,126,0.192308,7714;10890;8051;7966;5283349;2969;2879;10882;10560;7600;177;8797;6590;7410;8635;62336;31244;62465;7848;10976,7714;10890;8051;7966;5283349;2969;2879;10882;10560;7600;177;8797;6590;7410;8635;62336;31244;62465;7848;11002,20,20,0,90.47619048,0.003914169
Bushdid,127,128,0.538462,22873;240;180;12348;7731;5634;6501;6982;8048,22873;240;14286;8918;22386;12180;8797;7762;8025,9,9,0,12.5,0.042370304
Bushdid,129,130,0.538462,8025;7762;62336;10430;7632;6501;12232;31244;176;7410,8025;7762;62336;10430;7632;6501;3314;6184;22386;18827,10,10,0,42.85714286,0.02311726
Bushdid,131,132,0.846154,6590;240;8118;7749;12348;7460;3776;3314;7059;7344;14100;24915;12178;7165;7590;8797;12020;6654;11509;11552,0;22386;8148;6549;7710;7991;78605;7966;31272;62444;12232;1060;8635;7363;10560;5634;7600;22201;7762;8030,20,20,0,0,0.032591086
Bushdid,133,134,0.423077,7848;4133;8130;8051;22873;7150;31276;264;5373603;62433;11124;14286;240;18827;8892;61138;11002;460;8030;7460,7848;4133;8130;8051;22873;7150;31276;264;5373603;62433;11124;14286;240;18827;8892;61138;11002;460;8030;2758,20,20,0,90.47619048,0.007890683
Bushdid,135,136,0.538462,7059;637511;16666;14100;31276;11124;6654;8051;31249,7059;637511;16666;14100;31276;11124;6654;8051;8148,9,9,0,80,0.006367624
Bushdid,137,138,0.576923,8030;798;7714;6448;8118;7731;62336;8635;997;5281515,8030;798;7714;6448;8118;7731;10722;7762;10821;11509,10,10,0,42.85714286,0.043682669
Bushdid,139,140,0.576923,637566;1146;7714;177;6989;5634;2969;10821;1031;11509;8892;62444;7848;5373603;2879;12020;12367;14896;7632;8130;22386;7344;798;12180;7583;7519;5283349;1068,637566;1146;7714;177;6989;5634;2969;10821;1031;10882;6448;15380;31272;7410;31244;7731;8797;11124;7966;6561;7991;5281515;8025;997;180;7059;18827;25137858;12473,28,29,1,18.75,0.01544622
Bushdid,141,142,0.423077,7519;2758;12367;7714;6184;240;6982;1068;3776;12180,7519;2758;12367;18827;16666;22386;7991;8051;5634;31272,10,10,0,17.64705882,0.028465484
Bushdid,143,144,0.692308,78605;22873;8103;6544;8118;6501;22201;6561;7685;5283349,78605;22873;8103;6544;8118;6501;637566;7799;22386;4133,10,10,0,42.85714286,0.012777461
Bushdid,145,146,0.807692,4133;8148;7590;19789253;7731;7150;1031;7848;6654;12348,4133;8148;7590;61016;6989;22386;8130;31249;19310;7762,10,10,0,17.64705882,0.048112237
Bushdid,147,148,0.730769,12232;7710;19310;22311;5373603;11002;8103;2758;14100;3776;10976;637566;10882;7344;10722;8797;3314;7848;2969;180;5283349;6736;31265;7059;460;22873;5281515;7460;7966,4133;798;10821;7731;12741;7714;12367;1140;240;326;7762;25137858;62336;8051;6544;8030;8130;6561;8635;6448;62465;62444;11552;12020;66328;61016;15380;61138;24915,29,29,0,0,0.02844869
Bushdid,149,150,0.846154,798;5373603;22873;7519;15380;997;6448;637511;1146;5283349;12020;12367;176;454;6544;78605;62444;8130;10821,798;5373603;22873;7519;19789253;7165;7685;8842;6982;6184;7344;62336;22201;31249;66328;12180;12232,19,17,2,12.5,0.014524287
Bushdid,151,152,0.423077,22201;8892;7590;7966;7799;10430;61138;10976;8030;10722;31249;6590;7991;8118;14896;25137858;62465;4133;10890;19310,22201;8892;7590;7966;7799;10430;61138;10976;8030;10722;12473;8091;7583;16666;8797;22873;6184;8103;6654;7600,20,20,0,33.33333333,0.030993522
Bushdid,153,154,0.5,3776;240;6590;177;637511;24915;8091;1068;78605;6736;176;8118;62336;8186;5281515;8797;7165;10821,6982;14286;1146;11509;8051;8148;61138;10882;7749;7731;8103;18827;1031;12367;8842;7762;25137858;8025;7799;19310,18,20,2,0,0.099034605
Bushdid,155,156,0.807692,10821;7966;10430;7749;8025;8148;8186;7991;78605;16666;8048;4133;62465;12367;6054;2758;8797;8130;12741;8892;176;22311;11552;177;12473;637511;8118;61138;62336,637566;7344;1060;31272;12178;1140;6544;6448;7600;8842;19789253;19310;5281168;5283349;240;7731;326;8051;8918;1068;5373603;7363;6501;798;8030;14286;7583;5634;62444,29,29,0,0,0.015948455
Bushdid,157,158,0.307692,3776;8130;24915;8048;62433;31249;2879;7632;10890;7991;6054;14100;7749;7363;2969;261;177;8842;460,3776;8130;24915;8048;62433;31249;2879;7632;10890;7991;326;12473;10882;6590;8051;8635;3314;12178;22311;1068,19,20,1,34.48275862,0.017044409
Bushdid,159,160,0.692308,10560;3314;2758;1068;11509;16666;6590;10890;14896,10560;3314;2758;12741;176;11552;7590;7762;6448;22201,9,10,1,18.75,0.028122661
Bushdid,161,162,0.346154,5634;1060;6590;7590;3776;62465;5281515;176;10821;12232;7363;6501;180;8148;8797;7749;6982;7991;1146,5634;1060;6590;7590;3776;62465;5281515;176;10821;12232;7363;6501;180;8148;22386;7762;12473;7710;12741,19,19,0,58.33333333,0.006876281
Bushdid,163,164,0.461538,3776;12741;8148;8918;6448;10722;7632;6544;5281515;180,3776;12741;8148;8918;6448;10722;7632;6544;5281515;10890,10,10,0,81.81818182,0.008711607
Bushdid,165,166,0.615385,8797;1140;3314;8103;997;6544;7460;8118;11552;7749;7685;31249;180;6590;25137858;10560;7410;7059;6501;6448,8797;1140;3314;8103;997;6544;7460;8118;11552;7749;5634;12348;62444;11124;2879;22873;31244;326;3776;637511,20,20,0,33.33333333,0.032799816
Bushdid,167,168,0.769231,6501;7632;61138;24915;78605;460;6982;5281168;8892;62444;12178;19310;6184;7059;6448;8048;180;11552;10821;6736,0;7363;7991;8103;12232;6544;12741;7731;8842;31276;637566;7848;6654;1060;31249;1068;177;1146,20,18,2,0,0.067121298
Bushdid,169,170,0.692308,62444;6736;25137858;62465;15380;7519;12473;10821;7590;6590,31276;22386;261;7762;1146;1068;4133;240;8025,10,9,1,0,0.085750073
Bushdid,171,172,0.230769,177;78605;1068;7363;7799;7600;12020;6544;11509;8091;7966;8048;8103;3314;6549;14286;7749;14100;12741;10890;25137858;2879;12178;7991;22201;8842;2969;240;8635,177;78605;1068;7363;7799;7600;12020;6544;11509;8091;7966;8048;8103;3314;6549;14286;7749;14100;12741;10890;25137858;2879;12178;7991;22201;8842;2969;240;6184,29,29,0,93.33333333,0.006529285
Bushdid,173,174,0.769231,7848;3776;7799;7344;14286;31276;177;176;12178;12367,7848;3776;7799;7344;14286;31276;177;176;12178;2758,10,10,0,81.81818182,0.046092295
Bushdid,175,176,0.192308,5283349;10560;7519;6054;7363;8130;18827;8091;5373603;66328,5283349;10560;7519;6054;7363;8130;18827;8091;5373603;2758,10,10,0,81.81818182,0.021243333
Bushdid,177,178,0.269231,25137858;11509;7710;6982;10722;12348;2879;1031;460;11552;7632;798;7519;176;326;15380;14100;4133;3314;7848;6544;12178;8030;31249;7749;6736;61138;8103,25137858;11509;7710;6982;10722;12348;2879;1031;460;11552;7632;798;7519;176;326;15380;14100;4133;3314;7848;6544;12178;8030;31249;7749;6736;61138;261,28,28,0,93.10344828,0.004841397
Bushdid,179,180,0.538462,6549;240;460;14286;7848;12348;8797;7749;7799,6549;240;460;14286;7848;12348;8797;7749;8892,9,9,0,80,0.011996602
Bushdid,181,182,0.807692,7165;10430;22201;2758;7059;24915;14100;1060;7991;7590;454;6982;8797;12473;7583;1140;12741;1031;7410;12367;25137858;66328;7749;8030;6736;62444;7600;7762;8148,637511;14896;15380;3776;8892;11552;5634;6054;11509;10560;7632;7731;10722;180;78605;10882;19310;798;5373603;8842;61016;6654;22873;8918;3314;2969;261;12232;637566,29,29,0,0,0.02614089
Bushdid,183,184,0.769231,3314;1068;6184;2879;24915;6549;7991;14100;7749;7150,3314;1068;6184;6590;264;22386;62465;10821;10430;22201,10,10,0,17.64705882,0.052944056
Bushdid,185,186,0.769231,8918;798;5283349;2969;14286;6654;22386;6561;5373603;62465;24915;12473;6989;8118;7966;8797;1068;7731;62444;176;7632;10722;460;8148;31244;6549;8048;8025;637566,8918;798;5283349;2969;14286;6654;22386;6561;5373603;5634;1146;997;7583;1031;454;22873;31265;7685;6982;7799;6590;10560;16666;7710;2879;12178;11124;7344;5281168,29,29,0,18.36734694,0.018289726
Bushdid,187,188,0.423077,31276;12367;7410;12741;11002;8130;7710;31265;7583;19310;8030;6501;62336;637511;22311;12178;31249;8797;10430;18827;5373603;3314;6184;7600;8842;6590;6982;15380;7632;12473,31276;12367;7410;12741;11002;8130;7710;31265;7583;19310;6544;6054;8635;7150;7991;8892;78605;14286;7344;261;7714;180;1031;22873;62433;12232;798;31272;8186,30,29,1,20.40816327,0.022123874
Bushdid,189,190,0.807692,1140;8025;7710;8918;7731;637511;5634;8118;180;62433;6989;5373603;6054;12020;14896;7590;1031;31265;16666;61016;6982;19789253;6590;7519;454;7344;8797;7059;18827,1140;8025;7710;8918;7731;637511;5634;8118;180;62433;8842;5283349;7762;7966;7848;3314;66328;19310;7600;1068;2969;31272;12348;12473;15380;7799;10882;6736;1146,29,29,0,20.83333333,0.040790645
Bushdid,191,192,0.730769,62433;8025;7991;8918;6736;8797;12348;637566;3776;8186;10821;460;12232;6054;6982;11509;8051;8103;31244;1060;22386;12178;31249;1031;7710;454;177;7749;7685,7632;61016;7966;14896;10890;5281168;1146;240;8118;11124;12473;6590;2758;31276;22311;7799;14100;62336;12020;25137858;6501;5634;261;15380;2879;6654;326;78605,29,28,1,0,0.053163223
Bushdid,193,194,0.153846,8118;798;6982;6736;7460;7762;7632;6448;1068;12473,8797;8918;22386;7150;7363;8842;8030;6184;5281515;637511,10,10,0,0,0.042114865
Bushdid,195,196,0.5,1146;4133;177;176;12180;5634;24915;3314;11002;12232;7632;6054;180;6184;62444;7583;1031;6448;7966;6549;16666;8130;12473;61138;7363;460;5281168;240;8030,1146;4133;177;176;12180;5634;24915;3314;11002;12232;2969;14286;7519;10882;7590;7762;5283349;14896;2879;31265;10560;8051;10890;6736;6989;11552;8118;7344;62465,29,29,0,20.83333333,0.018188086
Bushdid,197,198,0.461538,261;31272;8797;637566;2879;7590;3776;10882;1031,261;31272;8797;637566;2879;7590;7991;7714;22386;7749,9,10,1,46.15384615,0.018134395
Bushdid,199,200,0.153846,8918;6561;7710;31276;7991;19310;24915;10976;8103;62444;8186;5283349;5281515;10560;798;31244;5634;11552;10882,8918;6561;7710;31276;7991;19310;24915;10976;8103;62444;8186;5283349;5281515;10560;798;31244;5634;11552;7749,19,19,0,90,0.003337437
Bushdid,201,202,0.461538,31276;62465;326;8103;22386;31249;8091;7165;6590;7344;5634;7685;11552;798;6736;7059;8030;14896;12178;454;3776;6184;62444;62336;8797;7991;637511;7799,31276;62465;326;8103;22386;31249;8091;7165;6590;7344;5634;7685;11552;798;6736;7059;8030;14896;12178;454;3776;6184;62444;62336;8797;7991;637511;8130,28,28,0,93.10344828,0.002705329
Bushdid,203,204,0.692308,8048;7600;637566;8797;6549;61016;7150;62433;7165;66328;8635;7590;31265;15380;6448;7966;637511;8025;11509,8048;7600;637566;8797;31249;7344;14100;5634;6654;8030;10882;10722;5281515;454;11124;5373603;10821;6561,19,18,1,12.12121212,0.016938863
Bushdid,205,206,0.307692,6989;2969;1068;7848;1031;16666;15380;1140;7519;637511;12020;454;11124;8130;10976;8048;460;264;6184;31276;10430;66328;3314;24915;8051;8025;12232;6654;11552;326,6989;2969;1068;7848;1031;16666;15380;1140;7519;637511;12020;454;11124;8130;10976;8048;460;264;6184;31276;10430;66328;3314;24915;8051;8025;12232;6654;11552;31265,30,30,0,93.5483871,0.00652918
Bushdid,207,208,0.576923,22873;6989;6654;7799;7519;1140;8048;8797;2969;25137858;14286;3776;7991;5283349;7363;8892;8186;6549;3314;4133,22873;6989;6654;7799;7519;1060;8118;12178;6590;7848;62465;12367;180;11002;8091;6501;637511;31244;6736,20,19,1,14.70588235,0.01787716
Bushdid,209,210,0.615385,11552;12473;8091;240;637511;61138;12020;7762;10821;264;10882;31276;7519;8103;1140;6054;8186;8797;7848;8025,7590;6549;261;12178;10722;61016;7600;7966;12232;7059;14100;8918;177;15380;5281168;12741;31265;3314,20,18,2,0,0.04206504
Bushdid,211,212,0.653846,19310;2969;3776;454;18827;6501;7460;12367;22386;8091;31272;7714;10882;19789253;8918;6590;31265,19310;2969;3776;454;18827;6501;7460;12367;22386;8091;31272;7714;10882;11124;8130;10430;177;22311,17,18,1,59.09090909,0.013834723
Bushdid,213,214,0.653846,11552;12020;10560;5283349;31272;7165;460;78605;16666;7731;3314;177;7059;5281168;6544;62433;7632;6561;12473;8842;5373603;2969;11002;1031;11509;326;5634;12348;176;62444,11552;12020;10560;5283349;31272;7165;460;78605;16666;7731;8030;1146;7410;25137858;6736;12741;454;12180;7749;22311;24915;8148;15380;7590;7848;6054;6654;22201;3776;66328,30,30,0,20,0.016427824
Bushdid,215,216,0.538462,19310;22201;7966;8091;7363;8103;2758;6982;176;25137858;31272;6549;10976;31265;454;7848;62336;5283349;12473;5281515,19310;22201;7966;8091;7363;8103;2758;6982;176;25137858;6561;8918;326;7731;7991;7590;8148;7710;7583,20,19,1,34.48275862,0.018380208
Bushdid,217,218,0.5,11002;177;7710;7410;6736;61138;8091;11124;8030;5373603;8797;7583;22201;12741;8025;6448;8118;12020;8842;18827,11002;177;7710;7410;6736;61138;8091;11124;8030;5373603;7344;7685;8918;31244;15380;7590;12367;1146;66328,20,19,1,34.48275862,0.015308255
Bushdid,219,220,0.769231,6982;1031;62444;14896;4133;19789253;5281515;7165;2879;7731;5373603;1060;19310;5283349;16666;12367;8118;8918;6654;8130;10430;8051;66328;62336;10890;11124;454;8103;177,6982;1031;62444;14896;4133;19789253;5281515;7165;2879;7731;5373603;1060;19310;5283349;16666;12367;8118;8918;6654;7749;997;31244;8635;7632;7966;7714;12020;10882;10821,29,29,0,48.71794872,0.023721062
Bushdid,221,222,0.730769,637511;7519;12020;31265;19789253;8130;8103;8118;7762;6544;78605;7165;7583;8842;8892;6989;240;7059;10430,62465;14286;7749;1068;261;454;8030;11124;7731;6054;6561;8091;7966;18827;8635;4133;460;16666;12741;10560,19,20,1,0,0.030799048
Bushdid,223,224,0.461538,66328;22311;15380;10976;62444;10890;5283349;11509;19310;5281168;12180;24915;62465;10882;997;7059;5281515;12473;8103;6054;176;177;22201;460;8892;14896;6590;2758;10560;6989,66328;22311;15380;10976;62444;10890;5283349;11509;19310;5281168;637511;2879;61138;264;7731;12367;12232;10821;7710;7632;22386;7799;6448;8048;11552;8148;7590;12178,30,28,2,20.83333333,0.03355085
Bushdid,225,226,0.5,0;2969;12473;7344;11552;454;240;5281515;6184;31249;31272;14100;78605;10430;25137858;7799;1031;1146;10722;7150;10821;8892;61016;6989;7710;12020;31276;7731;7714,0;2969;12473;7344;11552;454;240;5281515;6184;31249;31272;14100;78605;10430;25137858;7799;1031;1146;10722;7150;10821;8892;61016;6989;7710;12020;31276;7731;22386,29,29,0,93.33333333,0.006692053
Bushdid,227,228,0.615385,10430;1031;7991;8892;14896;261;3776;22386;66328;11124;12741;61016;240;22311;460;24915;8118;7600;7460;8130,10430;1031;7991;8892;14896;798;22873;10882;1146;6982;6736;7519;7762;8030;7710;326;10560;31265;7714;31249,20,20,0,14.28571429,0.02438429
Bushdid,229,230,0.730769,6448;10722;5283349;5373603;8103;5634;2758;1140;4133;62444;10560;19310;8148;261;8892;1146;12020;25137858;2969;8118;8797;5281168;7460;7762;31272;6501;12178;6184,6448;10722;5283349;5373603;8103;5634;2758;1140;4133;62444;8091;997;14896;16666;7363;12473;7583;7799;6736;11124;1060;8635;7731;8030;14286;78605;11509;176;12741;12180,28,30,2,20.83333333,0.04446273
Bushdid,231,232,0.384615,14896;8130;8148;8842;6448;2969;10821;7749;4133;8051;5281168;6736;31244;12232;8030;14286;61138;6982;240,14896;8130;8148;8842;6448;2969;10821;7749;4133;8051;2758;7632;7848;7363;22201;8797;7685;5281515;12020,19,19,0,35.71428571,0.027703729
Bushdid,233,234,0.692308,62433;8030;8892;10722;31272;261;7460;7583;31276;1146,62433;8030;8892;176;19310;22386;6549;6448;6982,10,9,1,18.75,0.031526717
Bushdid,235,236,0.307692,8635;7749;8048;7966;12020;31272;5283349;31244;2758;10821;240;31276;7762;24915;31265;8091;261;326;14100;78605;10890;1146;8051;7460;1031;460;12178;6654;8186;7519,8635;7749;8048;7966;12020;31272;5283349;31244;2758;10821;240;31276;7762;24915;31265;8091;261;326;14100;78605;10890;1146;8051;7460;1031;460;12178;6654;8186;7583,30,30,0,93.5483871,0.006492789
Bushdid,237,238,0.538462,61016;326;1146;2879;5283349;997;6736;7150;8892;7460,11002;798;22386;1031;7710;12473;240;18827;8103;62336,10,10,0,0,0.041562765
Bushdid,239,240,0.153846,0;62444;8148;12348;24915;7749;10430;7799;31265;10890;7344;261;19789253;8842;7991;7600;7583;22873;61016;8051;2879;6989;2969;31276;11002;176;8130;7363;12741;14100,0;62444;8148;12348;24915;7749;10430;7799;31265;10890;7344;261;19789253;8842;7991;7600;7583;22873;61016;8051;12232;62433;22386;18827;798;16666;10976;637511;5373603,30,29,1,51.28205128,0.016100031
Bushdid,241,242,0.730769,1146;3314;62433;2879;78605;5281515;10821;8051;11552;22201;1060;7600;5634;31244;2969;8025;10882;12741;7165;61016;7710;6184;19789253;264;11509;12367;22386;7799;7583;25137858,261;7714;24915;7731;8091;14896;7966;6736;14286;6989;2758;637511;8842;8635;454;7519;177;31265;22311;7410;6654;6448;12348;5373603;7460;8118;18827;12473;7059,30,29,1,0,0.04782754
Bushdid,243,244,0.461538,10976;1068;12020;31265;7590;22873;6654;16666;31249;7600;12473;6501;7363;176;7799;78605;66328;5373603;6549;2879,10976;1068;12020;31265;7590;8148;6544;31276;8025;798;8797;62465;1060;7410;10722;7344;1140;2969;11509;12367,20,20,0,14.28571429,0.049621672
Bushdid,245,246,0.307692,6544;3776;4133;62433;22311;7590;7632;14100;5281515,6544;3776;4133;62433;22311;8048;1031;22386;10430,9,9,0,38.46153846,0.070408755
Bushdid,247,248,0.461538,12473;6561;5281168;8025;1060;3314;177;8103;22201;4133;31249;8186;22311;454;7344;66328;7165;326;6590;31272,11124;24915;10560;2969;2758;7590;11002;7762;14896;460;14286;180;22386;7583;7363;61138;10722;1140;1146,20,19,1,0,0.045283371
Bushdid,249,250,0.269231,31265;3776;6590;7685;16666;19310;7991;31272;62433;8842;12348;62336;6561;14896;2758;1060;7059;7762;22873;7150,31265;3776;6590;7685;16666;19310;7991;31272;62433;8842;12348;62336;6561;14896;2758;1060;7059;7762;22873;6054,20,20,0,90.47619048,0.002504082
Bushdid,251,252,0.730769,62433;10722;6054;2969;6501;24915;5281168;6736;22873;12348,62433;10722;6054;2969;6501;24915;798;11552;22386;12020,10,10,0,42.85714286,0.027380527
Bushdid,253,254,0.653846,2969;10722;1140;10976;7685;2879;7059;61016;7460;12020;8918;10882;326;5281168;8797;62433;11552;61138;12367;7714;7363;31272;7583;62336;31276;7731;6982,8103;798;8186;8048;14286;14100;261;7150;7590;6549;7848;6054;10560;6561;66328;8091;7799;12232;22386;1068;8635;6501;1060;6448;637566;454;3776;18827;176,27,29,2,0,0.026710142
Bushdid,255,256,0.730769,11509;6989;326;637511;66328;8030;460;7590;7600;7749,15380;12180;22386;2879;31244;6654;7632;22201;7991;1060,10,10,0,0,0.062912825
Bushdid,257,258,0.576923,14286;6654;6549;7460;6982;3776;31276;10821;5281168;12180;6448;7150;7363;798;261;1068;7519;637566;31272;12367;62444;7344;11509;62336;2758;7991;8186;1031;12232,14286;6654;6549;7460;6982;3776;31276;10821;5281168;12180;14896;7848;11124;10560;31265;11552;176;78605;1060;8635;177;8103;19310;7799;637511;4133;8892;6501;7710;61138,29,30,1,20.40816327,0.008772425
Bushdid,259,260,0.269231,6982;8051;1146;66328;10976;6590;12473;7059;8148,6982;8051;7460;12232;22386;7685;8130;7632;62465,9,9,0,12.5,0.037681488
Bushdid,261,262,0.461538,22386;12367;7731;25137858;6736;12473;460;240;16666;7410;10976;6544;7966;7519;261;7583;6054;62444;31272;14100;10560;3314;2758;6982;62433;4133;10890;8051;7165;1068,22386;12367;7731;25137858;6736;12473;460;240;16666;7410;10976;6544;7966;7519;261;7583;6054;62444;31272;14100;10560;3314;2758;6982;62433;4133;10890;8051;7165;12741,30,30,0,93.5483871,0.003392125
Bushdid,263,264,0.423077,637566;11002;2758;14286;7165;22386;7590;180;10821;5281168;8103;1068;798;177;18827;7749;22311;8186;6590,637566;11002;2758;14286;7165;22386;7590;180;10821;5281168;8103;1068;798;177;18827;7749;22311;8186;7583,19,19,0,90,0.015783457
Bushdid,265,266,0.192308,19310;7710;31265;997;8918;14896;12348;78605;7519;177;14100;22873;326;6501;6982;8797;12367;7165;8892;7966;7731;7583;5283349;7714;798;7685;2758;5281515;7848,19310;7710;31265;997;8918;14896;12348;78605;7519;177;14100;22873;326;6501;6982;8797;12367;7165;8892;7966;7731;7583;5283349;7714;798;7685;2758;5281515;180,29,29,0,93.33333333,0.001575809
Bushdid,267,268,0.538462,8118;264;78605;12367;12178;7460;240;7632;6982;11124;7059;22386;61138;454;7762;8091;1060;6561;10430;6736,8118;264;78605;12367;12178;7460;240;7632;6982;11124;62465;11002;15380;8048;25137858;6989;22311;2758;12741,20,19,1,34.48275862,0.029597281
Bushdid,269,270,0.384615,7590;8148;8030;31272;460;6982;12348;2969;6184;14286,7590;8148;8030;31272;460;6982;12348;2969;6184;6544,10,10,0,81.81818182,0.014054507
Bushdid,271,272,0.653846,24915;7519;7799;25137858;61016;6989;10976;11509;2758;6448;10560;7632;6561;240;5373603;637566;8842;2879;11002;62336;798;6590;31249;8091;1031;22873;62465;8051;7583;7059,7991;637511;10890;6736;1068;12473;14286;8030;7363;6654;31276;3314;997;8148;6982;5281168;326;1060;22201;62444;6054;2969;7749;12020;8103;78605;8635;22311;31272;180,30,30,0,0,0.027772266
Bushdid,273,274,0.923077,5281515;6448;10890;3776;10560;8892;62444;8918;6982;7731,5281515;6448;10890;12473;12741;22386;2758;7632;7590;24915,10,10,0,17.64705882,0.038145104
Bushdid,275,276,0.423077,8048;10430;7410;7590;637511;12348;10882;12020;7632;12180,8048;10430;7410;7590;637511;12348;5634;8118;22386,10,9,1,46.15384615,0.028102284
Bushdid,277,278,0.615385,8051;61138;11552;176;22311;7590;177;62336;1146;7685;7749;11002;326;637566;7731;8842;6184;12180;8091;3776;19789253;31244;31249;31276;78605;7165;6054;6989;61016;1140,8051;61138;11552;176;22311;7590;177;62336;1146;7685;7749;11002;326;637566;7731;8842;6184;12180;8091;3776;6561;8030;8048;1060;1031;12741;2879;7966;12367;7583,30,30,0,50,0.020945138
Bushdid,279,280,0.346154,997;22386;11124;8118;12348;8635;31265;18827;7991;12232;19310;61138;7710;7966;14100;8797;11509;798;8130;4133;7519;6590;6989;8048;12180;7848;5634,997;22386;11124;8118;12348;8635;31265;18827;7991;12232;19310;61138;7710;7966;14100;8797;11509;798;8130;4133;7519;6590;6989;8048;12180;7848;8186,27,27,0,92.85714286,0.001693613
Bushdid,281,282,0.846154,6654;264;6549;7991;1140;10976;31265;2879;19789253;326,7799;8130;22386;637511;997;25137858;6544;6989;10560,10,9,1,0,0.044338697
Bushdid,283,284,0.615385,1146;6590;7632;18827;16666;7714;8186;8091;61138;25137858;7799;22201;6184;7344;7165;8797;12178;1031;177,1146;6590;7632;18827;16666;7714;8186;8091;61138;25137858;7799;22201;6184;7344;798;8130;15380;12473;1140,19,19,0,58.33333333,0.013363083
